Index,Dataset,Representative_Subsequence_Positions,DetectTime
213,QATS-4,"[100,120],[481,501],[1002,1022],[1490,1510],[1525,1545],[3545,3577],[4083,4103],[5081,5170],[5214,5254],[5258,5320],[5356,5396],[5721,5761],[6873,6893],[6920,6960],[6974,7041],[7049,7089],[7094,7189],[8705,8745],[8748,8788],[8914,8954],[8965,9005],[9184,9263],[9315,9391],[9394,9492],[9697,9760],[10011,10051],[10529,10569],[13023,13094],[13222,13282],[13533,13573],[13577,13617],[13652,13712],[13713,13782],[13784,13824],[13989,14076],[14086,14171],[14195,14286],[14568,14608],[14854,14997],[15062,15313],[15340,15380],[15602,15704],[15710,15950],[15957,15997],[16022,16116],[16254,16294],[16584,16677],[16689,16729],[16730,16836],[16856,16896],[16912,16952],[17530,17570],[17678,17718],[18141,18181],[18188,18307],[18392,18432],[18487,18527],[19161,19201],[19255,19361]",32.9194
214,QATS-4,"[105,125],[165,186],[962,1002],[1257,1277],[2153,2193],[2777,2817],[2833,2853],[2957,2997],[3026,3066],[3099,3231],[3260,3329],[4313,4353],[4368,4483],[4540,4609],[4663,4703],[4713,4753],[4755,4874],[5337,5377],[5430,5522],[5593,5633],[6362,6402],[6405,6467],[6468,6666],[6877,6917],[7168,7312],[7315,7394],[7404,7444],[7931,7971],[8152,8192],[8289,8329],[8392,8556],[8563,8712],[9334,9396],[9491,9531],[11489,11582],[11738,11822],[11828,11906],[11927,12074],[12075,12295],[12761,12801],[12803,12963],[13004,13075],[13517,13557],[13587,13689],[13691,13793],[13794,13867],[13878,13962],[13970,14035],[14286,14395],[15079,15160],[15179,15239],[15899,15939],[15969,16039],[16061,16101],[17365,17425],[17454,17494],[17520,17560],[17602,17642],[18153,18196],[18399,18439],[18496,18536],[18661,18701],[19209,19249],[19252,19292],[19344,19415],[19425,19465],[19589,19609],[19926,19966],[20074,20139],[20172,20192],[20682,20722],[20899,20939],[20973,21013],[21047,21207],[21229,21269],[21498,21538],[21574,21614],[21702,21742],[21757,21940],[22120,22160],[22213,22253],[22288,22328],[22339,22542],[22627,22667],[22730,22938],[23510,23550],[24536,24597],[24644,24704],[24885,24948],[25027,25067],[25641,25729],[25730,25825],[25836,25876],[25927,26009],[26039,26133],[26307,26347],[26371,26411],[26426,26466],[26477,26517],[26717,26757],[26846,26886],[26989,27029],[27317,27357],[27455,27539],[27554,27594],[27682,27722],[27972,28012],[28116,28156],[28652,28692],[28745,28785]",83.9321
215,QATS-4,"[100,120],[473,513],[749,788],[1018,1048],[1122,1142],[1236,1256],[1261,1299],[1541,1562],[2028,2068],[2796,2836],[2842,2902],[2947,3038],[5849,5889],[6029,6069],[6435,6480],[6499,6539],[6547,6651],[6782,6822],[6949,7011],[7129,7169],[7176,7216],[7221,7261],[7290,7425],[7513,7582],[7716,7896],[8025,8113],[8389,8429],[8454,8494],[8516,8620],[8632,8672],[8684,8724],[8901,8941],[9003,9064],[9140,9209],[9925,10111],[10127,10167],[10205,10369],[10427,10496],[10713,10847],[10892,10932],[11518,11558],[11978,12025],[12291,12354],[12355,12608],[12611,12728],[12735,12900],[12905,13127],[13133,13245],[13257,13484],[13493,13533],[13613,13676]",25.3663
216,QATS-4,"[352,372],[473,493],[658,678],[750,789],[1770,1793],[3487,3509],[3604,3624],[4753,4909],[4980,5020],[5350,5483],[5487,5585],[5604,5644],[5972,6165],[6249,6310],[6340,6380],[6483,6523],[6767,6807],[6888,6931],[7053,7093],[7141,7170],[7358,7398],[7424,7444],[7453,7473],[8409,8543],[8550,8625],[8636,8725],[9606,9646],[10732,10800],[10820,11054],[11963,12003],[12086,12126],[12760,12820],[13000,13094],[13105,13145],[13148,13253],[13290,13361],[13782,13842],[13875,14041],[14059,14126],[14483,14548],[14723,14804],[15570,15610],[15671,15803],[15833,15893],[16061,16101],[16379,16419],[16436,16581],[16620,16694],[16745,16850],[16914,16954],[16967,17118],[17132,17173],[17209,17249],[17354,17394],[17427,17467]",36.8161
217,QATS-4,"[88,128],[212,252],[915,994],[1005,1045],[1049,1089],[2827,2867],[2971,3053],[3058,3157],[5081,5121],[5132,5172],[5676,5716],[5849,5889],[5910,6013],[6015,6055],[6083,6165],[6171,6211],[6373,6413],[6572,6612],[6850,6927],[6938,6998],[7109,7149],[7202,7275],[7295,7446],[7455,7523],[7531,7571],[7783,7823],[8021,8061],[8178,8218],[8325,8388],[8669,8730],[8895,8985],[9177,9217],[9307,9347],[9925,10023],[10050,10090],[10175,10215],[10217,10257],[10713,10753],[10818,10858],[11025,11065],[11811,11936],[11985,12025],[12032,12072],[12075,12115],[13024,13064],[13160,13200],[13631,13671],[13749,13789],[14042,14117],[14118,14209],[14218,14356],[14373,14413],[14452,14492],[15367,15407],[15469,15509],[15511,15551],[15596,15659],[15813,15874],[16384,16424],[16427,16598],[16604,16644],[16987,17027],[17318,17534],[17540,17645],[17706,17746],[17881,18428],[18433,18473],[18595,18655],[18790,18851],[18869,18951],[19093,19389],[19397,19437],[19461,19528],[19531,19571],[19595,19635],[19641,19719],[20574,20635],[20813,20916],[21226,21346],[21378,21451],[21809,21995],[22081,22230],[22333,22401],[22603,22674],[22744,22805],[22990,23030],[23059,23099],[23240,23280],[23372,23412],[23413,23477],[23478,23518],[24005,24147],[24516,24700],[24797,24837],[24839,24995],[25013,25366],[25517,25578],[25581,25659],[26323,26458]",87.5687
218,QATS-4,"[100,120],[214,234],[485,505],[962,1002],[1753,1773],[4828,4868],[4901,4941],[4998,5078],[6354,6460],[6656,6676],[6875,6915],[6956,7117],[7122,7162],[7168,7188],[7659,7723],[9177,9217],[9222,9302],[9330,9370]",13.4545
219,QATS-4,"[80,120],[123,257],[2364,2404],[2528,2621],[2696,2904],[2919,3336],[3358,3422],[3563,3603],[3801,3841],[3908,3973],[4049,4116],[4884,4945],[5050,5090],[5100,5140],[5849,5889],[5893,6145],[6154,6194],[6614,6685],[6695,6755],[6760,6800],[6803,6882],[6892,6962],[7586,7626],[7715,7755],[7794,7834],[7877,7917],[7939,7979],[7992,8032],[8065,8105],[8122,8193],[8822,8884],[8979,9019],[10969,11009],[11364,11404],[12653,12948],[14131,14191],[14270,14310],[14533,14573],[14595,14635],[14779,14849],[15595,15745],[15746,15786],[15801,15841],[16087,16148],[16326,16366],[16371,16411],[16412,16568],[16621,16913],[17354,17433],[17460,17617],[17620,17680],[17856,17896],[18302,18363],[18369,18409],[18435,18475],[18558,18648],[18909,18969],[18987,19027],[19034,19140],[19160,19200],[19216,19256],[20445,20485],[20492,20532],[20534,20611],[20697,20757],[20776,20816],[21465,21505],[21548,21588],[21594,21665]",44.0722
220,QATS-4,"[100,120],[241,261],[282,302],[1002,1023],[1155,1194],[1497,1518],[2170,2190],[2321,2350],[2785,2807],[3611,3631],[3704,3734],[4177,4197],[4763,4783],[4854,4894],[5340,5380],[5435,5475],[5554,5594],[6631,6673],[6808,6848],[7147,7248],[7272,7355],[7376,7416],[7446,7486],[7520,7560],[7717,7779],[7787,7875],[7876,8029],[8058,8193],[8199,8405],[8429,8469],[8492,8580],[8620,8998],[9058,9144],[9157,9197],[9284,9368],[9400,9440],[9452,9492],[9743,9823],[9857,9897],[9914,10004],[10693,10881],[10985,11138],[11224,11264],[11462,11538],[11545,11614],[11666,11706],[12349,12389],[12778,12818],[13021,13061],[13253,13293],[13356,13517],[13523,13571],[14059,14123],[14177,14217],[15577,15617],[15622,15702],[15730,15800]",31.1491
221,QATS-4,"[100,120],[845,865],[962,1002],[2265,2297],[3071,3091],[5081,5121],[5375,5617],[5623,5663],[6188,6354],[16355,16427]",23.0797
222,QATS-4,"[100,361],[609,629],[641,661],[962,1002],[1736,1776],[4569,4609],[4622,4737],[4747,4809],[4818,4884],[5051,5140],[5337,5414],[5439,5479],[5545,5628],[5632,5652],[5757,5777],[6617,6751],[6758,6903],[6911,6931],[7117,7157],[7757,7797],[8141,8181],[8781,8821],[8940,9088],[9091,9236],[9968,10008],[10041,10081],[10156,10196],[10220,10260],[10969,11009],[11381,11421],[11523,11563],[11564,11734],[11739,11819],[11889,11929],[12262,12751],[12855,12899],[13017,13057],[13133,13235],[13595,13658],[13860,13900],[13925,13988],[14005,14087],[14238,14319],[14320,14523],[14554,14594],[14638,14855],[15710,15771],[15955,16051],[16362,16534],[16547,16587],[16945,17189],[17217,17366],[17469,17537],[17736,17828],[17842,17919],[17931,17971],[18138,18205],[18214,18373],[18392,18483],[18607,18647],[19154,19194],[19251,19416],[19423,19463],[19511,19643],[19672,19763],[20073,20185],[20694,20784],[21630,21670],[21680,21720],[21752,21792],[21811,21851],[21852,21957],[21977,22067],[22674,22714],[23186,23226],[23776,23816],[23824,23864],[23869,23935]",55.7306
223,QATS-4,"[112,295],[492,513],[768,788],[2010,2050],[5108,5148],[5310,5386],[5821,5889],[6105,6330],[6380,6420],[6521,6561],[6624,6664],[7129,7169],[7225,7265],[7309,7349],[7385,7425],[7479,7519],[7529,7569],[7571,7611],[7641,7701],[8037,8077],[8080,8120],[8157,8197],[8642,8702],[8761,8801],[9693,9766],[9780,9871],[9965,10005],[10581,10621],[10701,10741],[11434,11474],[11736,11796],[11803,11960],[11964,12043],[12209,12249],[12380,12420],[12909,12949],[13029,13069],[13124,13185],[13265,13305],[13506,13546],[14717,14757],[14837,14877],[14922,14997],[15195,15235],[15304,15355],[15357,15397],[15402,15489],[15490,15530],[15531,15639],[15749,15789],[15836,15876],[16510,16550],[16629,16669],[16749,16789],[16857,16939],[17083,17123],[17130,17170],[17191,17363],[17367,17407],[18892,18932],[18933,18973],[18984,19024],[19032,19251],[19278,19397],[19417,19536],[19539,20455],[20511,20591],[20592,20678],[20692,20732],[20952,20992],[20998,21127],[22004,22044]",52.585
224,QATS-4,"[80,120],[123,257],[2266,2306],[2364,2404],[2528,2621],[2696,2904],[2919,3336],[3358,3422],[3563,3603],[3801,3841],[3908,3973],[4049,4089],[4884,4945],[5050,5090],[5849,5889],[5959,6022],[6023,6085],[6105,6145],[6151,6191],[6224,6400],[6523,6583],[6601,6641],[6959,7023],[7031,7095],[7220,7284],[7386,7463],[7492,7552],[7564,7672],[7682,7722],[7736,7776],[8017,8077],[8185,8225],[8226,8266],[8268,8328],[8331,8400],[8418,8458],[8459,8523],[8529,8589],[8607,8647],[8821,8970],[9292,9352],[9355,9547],[9553,9613],[9616,9716],[9742,9817],[9831,9905],[9908,10145],[10191,10231],[10232,10272],[10315,10468],[10483,10554],[10555,10595],[10792,10852],[10855,10955],[10981,11021],[11262,11322],[11344,11384],[11430,11470],[11486,11572],[11609,11649],[11797,11868],[11879,11979],[12004,12044],[12106,12146],[12284,12345],[12366,12406],[12441,12557],[12742,12782],[12813,12853],[12858,13017],[13037,13102],[13343,13383],[13698,13738],[13762,13870],[13908,13968],[13969,14126],[14251,14319],[15113,15153],[15193,15262],[15299,15359],[15363,15428],[15566,15635],[16091,16131],[16365,16432],[16548,16661],[16873,16913],[17155,17195],[17431,17471],[17900,17940],[18107,18147],[18156,18196],[19160,19233],[19375,19415],[19440,19480],[19927,20015],[20287,20327],[20615,20655],[21091,21166],[21555,21662],[21675,21781],[23868,23908],[23911,23983],[24544,24584],[24618,24705],[24706,24746],[24761,24801],[24812,24875]",63.0876
225,QATS-4,"[100,120],[128,149],[1002,1022],[1137,1157],[2288,2309],[3289,3310],[4705,4745],[4825,4885],[5051,5140],[5428,5468],[5527,5592],[5618,5658],[5682,5895],[6162,6402],[6403,6443],[6454,6662],[6677,6717],[6752,7122],[7191,7231],[7249,7422],[7426,7519],[7522,7562],[7589,7629],[7651,7691],[7702,7770],[7848,7888],[7892,7956],[7957,8430],[8441,8676],[8699,8760],[8778,8838],[8849,8920],[8921,8961],[8963,9003],[9499,9539],[9568,9608],[9619,9659],[10983,11023],[11058,11098],[11120,11160],[11186,11248],[11728,11769],[12624,12673],[12891,12931],[13010,13050],[13238,13278],[13651,13691],[13932,13972],[14035,14123],[14267,14356],[14914,14954],[15065,15125],[15350,15390],[15467,15507],[15526,15566],[16294,16334],[16858,16898],[17387,17475],[17476,17684],[18906,18946],[18948,19039],[19042,19119],[19168,19208],[19211,19251],[20390,20430],[21988,22054],[22065,22135]",48.1591
226,QATS-4,"[100,120],[361,381],[1002,1023],[1754,1795],[3583,3604],[5081,5145],[5158,5221],[5223,5283],[5287,5327],[5342,5382],[5612,5688],[5703,5763],[6362,6421],[6717,6892],[6903,6943],[6961,7091],[7111,7228],[7254,7383],[7402,7764],[7859,8003],[8013,8053],[8132,8250],[8381,8421],[8425,8565],[8566,8606],[8649,8753],[8893,8964],[8987,9027],[9042,9082],[9094,9174],[9175,9215],[9273,9313],[9480,9520],[9576,9642],[9835,9875],[9889,9929],[9938,9999],[10008,10048],[10056,10096],[10182,10249],[10254,10314],[10323,10363],[10378,10477],[10514,10554],[10622,10724],[10969,11009],[11203,11264],[11449,11489],[11753,11793],[12742,12793],[13289,13352],[13355,13432],[13434,13474],[13486,13526],[13530,13570],[13768,13808],[13819,13859],[13863,13928],[13968,14008],[14100,14140],[14546,14763],[16355,16395],[19009,19132]",36.0612
227,QATS-4,"[80,120],[123,257],[2364,2404],[2528,2621],[2696,2904],[2919,3336],[3358,3422],[3440,3480],[3563,3603],[3801,3841],[3908,3973],[4049,4116],[4884,4945],[5050,5090],[5848,5908],[5936,5996],[6522,6562],[7013,7053],[7134,7339],[7344,7674],[9789,9829],[10437,10477],[10538,10625],[10626,10666],[10681,10795],[10939,11029],[11878,11952],[12005,12077],[12163,12514],[12537,12881],[12914,13076],[13098,13217],[13232,13532],[13551,13989],[13999,14160],[14195,14359],[14541,14635],[14889,14951],[17380,17441],[17464,17528]",25.7815
228,QATS-4,"[100,361],[609,629],[641,661],[962,1002],[4559,4599],[4622,4736],[4747,4809],[4844,4884],[5051,5187],[5188,5377],[5759,5799],[5904,5987],[5992,6032],[6035,6114],[6124,6164],[6747,6787],[7129,7169],[7178,7218],[7223,7263],[7297,7337],[7365,7425],[8034,8074],[8076,8116],[8191,8231],[9002,9042],[10181,10221],[10484,10524],[10540,10606],[10618,10658],[10690,10730],[10731,10822],[10825,10865],[10899,10987],[11010,11093],[11097,11166],[11189,11332],[11480,11540],[11809,11849],[11905,11945],[11987,12053],[12105,12145],[12187,12361],[12366,12571],[12665,12705],[12833,12873],[12937,12977],[12994,13123],[13125,13165],[13208,13248],[13299,13339],[13361,13421],[13552,13592],[13644,13684],[13806,13846],[14011,14051],[14060,14100],[14369,14409],[14823,14863],[15006,15125],[15131,15285],[15365,15405]",22.1392
229,QATS-4,"[100,120],[473,513],[749,788],[1018,1048],[1122,1142],[1236,1256],[1261,1299],[1541,1562],[2028,2068],[2796,2836],[2842,2902],[2947,3038],[5849,5889],[5992,6054],[6149,6211],[6212,6392],[6405,7536],[8921,8982],[8995,9015],[9058,9098],[9107,9167],[9169,9232],[10201,10241],[10242,10282],[10286,10326],[10328,10368],[10378,10497],[10986,11026],[11208,11248],[11324,11364],[11461,11501],[11512,11552],[11583,11623],[11811,11851],[12171,12211],[12291,12331],[12538,12578],[12740,12780],[12797,12858],[12991,13057],[13063,13103],[13108,13148],[13208,13361],[13429,13469],[13501,13587],[13588,13776],[13784,13843],[13937,13977],[14051,14091],[14495,14535],[14566,14657],[14770,14939],[14974,15014],[15017,15100],[15101,15173],[15218,15258],[15272,15382],[15420,15460],[15521,15615],[15625,15665],[15699,15739],[15803,15843],[15849,15889],[16143,16183],[16239,16306],[16362,16429],[17046,17086],[17158,17198],[17242,17282],[17349,17401],[17630,17702],[17715,17755],[17756,17861],[17880,17920],[18163,18203],[18390,18450],[18483,18595],[18609,18649],[18669,18709],[18915,18955],[18969,19009],[19092,19132],[19225,19265],[19348,19388],[19592,19632],[19819,19859],[20180,20279],[20280,20320],[20329,20410],[20441,20501],[20592,20632],[20986,21026],[21044,21189],[21209,21249],[21270,21310],[21360,21420],[21446,21486],[21522,21562],[21574,21658],[21664,21704],[21709,21749],[21751,21791],[21980,22020],[22026,22066],[22084,22147]",51.9794
230,QATS-4,"[100,120],[481,501],[1002,1022],[1490,1510],[1525,1545],[3545,3577],[4083,4103],[5081,5121],[5124,5164],[5214,5254],[5257,5320],[5354,5394],[5504,5524],[6468,6508],[8655,8786],[8793,8870],[10220,10283]",9.2432
231,QATS-4,"[217,257],[1508,1542],[5611,5651],[6213,6254],[6874,6914],[6925,6965],[6970,7041],[7046,7129],[7904,7944],[7959,8080],[8083,8146],[8409,8449],[8453,8633],[8634,8705],[9182,9247],[9251,9315],[9320,9360],[9363,9442],[9452,9492],[10342,10416],[10461,10536],[10552,10674],[10682,10746],[11221,11261],[11273,11313],[11347,11444],[11518,11558],[11561,11637],[11822,11862],[12220,12260],[12295,12335],[12370,12410],[13509,13588],[13998,14129],[14131,14213],[14341,14381],[14397,14437],[14465,14594],[14647,14755],[14769,14874],[14886,15041],[15068,15108],[15159,15291],[15319,15426],[15513,15553],[15582,15889],[16956,17021],[17112,17219],[17221,17261],[17777,17817],[18004,18044],[18249,18289],[18345,18385],[18681,18721],[18731,18771],[18785,18879],[18925,18965],[19160,19252]",31.9468
232,QATS-4,"[100,361],[609,629],[641,661],[962,1002],[4559,4599],[4622,4737],[4747,4809],[4844,4884],[5051,5124],[5265,5305],[5750,5790],[5864,5904],[6099,6139],[6341,6401],[6438,6478],[6490,6609],[6616,6676],[6870,6910],[7082,7122],[7199,7239],[7315,7378],[7454,7494],[7550,7612],[7877,7917],[7931,7971],[7987,8027],[8028,8132],[8150,8248],[8290,8350],[8352,8421],[8427,8467],[8662,8702],[8733,8773],[8850,8890],[9082,9122],[9432,9524],[9543,9628],[9689,9751],[9783,9823],[10456,10496],[10540,10580],[10586,10657]",11.4353
233,QATS-4,"[88,128],[212,252],[915,994],[1004,1044],[1049,1089],[2827,2867],[2971,3053],[3058,3157],[5081,5121],[5186,5226],[6212,6273],[6344,6384],[8021,8061],[8409,8485],[8502,8577],[8587,8705],[9965,10005],[10171,10211],[10221,10261],[10724,10764],[10773,10813],[10816,11028],[12308,12383],[12386,12463],[12476,12555],[15313,15353],[15558,15626],[16064,16132],[16296,16336],[16606,16849],[16853,16913],[17054,17134],[17385,17500],[17501,17600],[17653,17693],[17732,17772],[17862,17902],[18261,18301],[18333,18395],[18901,18979],[18987,19027],[19034,19140],[19160,19200],[19216,19256],[20445,20485],[20492,20611],[20617,20657],[20697,20757],[20776,20816],[21465,21505],[21548,21588],[21594,21665]",40.1202
234,QATS-4,"[217,257],[511,555],[749,777],[801,821],[1204,1224],[1262,1283],[2551,2571],[2857,2877],[3626,3718],[3722,3788],[4331,4371],[4372,4489],[4498,4538],[5864,5904],[5947,5987],[6066,6106],[6628,6668],[6682,6702],[7261,7301],[7331,7351],[7496,7536],[7564,7693],[7752,7792],[7811,7861],[7951,7991],[8012,8052],[8500,8540],[8570,8751],[8753,8793],[8799,8894],[8901,8980],[9561,9601],[9843,10010],[10213,10235],[10457,10497],[10501,10541],[10566,10661],[10668,10708],[10722,10789],[11114,11198],[11641,11686],[11687,11727],[12091,12176],[12209,12249],[12269,12333],[12373,12476],[13044,13084],[13105,13168],[13196,13332],[13806,13867],[13883,14051],[14335,14442],[14445,14485],[14555,14684],[14740,14806],[14808,14870],[15819,15859],[15897,15937],[15947,15987],[15996,16036],[16396,16436],[16439,16542],[18156,18270]",37.6851
235,QATS-4,"[217,257],[511,555],[749,777],[801,821],[1204,1224],[1262,1283],[2067,2215],[2236,2399],[2401,2441],[2469,2509],[2531,2571],[2837,2920],[2925,3076],[3172,3212],[3217,3257],[3280,3320],[3372,3551],[3579,3718],[3722,3788],[4332,4372],[4379,4489],[4498,4538],[4581,4621],[5849,5909],[5947,5987],[6066,6106],[6118,6158],[6166,6206],[6626,6666],[7653,7693],[7737,7809],[7821,7861],[7900,8122],[8163,8203],[8247,8287],[8297,8337],[8339,8379],[8409,8466],[8936,8976],[10130,10170],[10259,10398],[10430,10516],[10890,10930],[11773,11915],[12012,12052],[12164,12204],[12267,12340],[12359,12447],[12477,12517],[13027,13067],[13401,13441],[14596,14636],[14654,14869],[16377,16437],[16880,17154],[20169,20209],[20703,20774],[20806,20846],[20861,20901],[20922,20962],[21213,21253],[21261,21301],[21318,21390]",39.4883
236,QATS-4,"[112,295],[492,513],[768,788],[2010,2050],[5108,5148],[5310,5350],[5851,5891],[5995,6035],[6979,7039],[9167,9298],[9305,9382],[10732,10795]",9.9356
237,QATS-4,"[100,361],[609,629],[641,661],[962,1002],[1736,1776],[4559,4599],[4622,4737],[4747,4809],[4844,4884],[5051,5125],[6201,6274],[6285,6325],[6362,6402],[6431,6586],[6617,6657],[6711,6751],[6761,6801],[6803,6843],[6865,6905],[7401,7441],[8594,8634],[8666,8706],[8723,8797],[8798,8863],[8892,8952],[10236,10276],[10292,10332],[10339,10379],[10476,10516],[10622,10662],[11480,11541],[12036,12099],[12100,12245],[12268,12308],[12387,12427],[13514,13636],[16601,16641],[16689,16729]",25.8513
238,QATS-4,"[100,120],[481,501],[1002,1022],[1490,1510],[1525,1545],[3545,3577],[4083,4103],[5081,5121],[5134,5174],[5180,5397],[5737,5757],[6457,6528],[6541,6581],[6618,6658],[6673,6869],[6876,6916],[6967,7007],[7017,7057],[7059,7099],[7101,7188],[7657,7697],[8836,8876],[8987,9053],[9058,9118],[9148,9236],[9881,9901],[10477,10521],[10548,10588],[10595,10657],[10663,10703],[10717,10762],[10879,10919],[10988,11138],[11218,11258],[11743,11811],[11815,12033],[12657,12697],[13547,13649],[13656,13754],[13788,13892],[13959,13999],[14061,14593],[14596,14804],[14806,14899],[14901,15141],[15154,15194],[15216,15256],[15596,15636],[15683,15749],[15825,15865],[16643,16683],[16693,16733],[16826,16866],[17628,17683],[20738,20778],[20820,20903],[20910,21000],[21223,21311],[21316,21356],[21375,21499],[21593,21633],[21757,21797],[22006,22046],[22981,23021],[23047,23119],[23133,23312],[24261,24313],[24324,24364],[24382,24548],[26053,26112],[26254,26294],[26605,26645],[26841,26919],[26921,26961],[26964,27138],[27794,27834],[28130,28397],[28484,28622],[28740,28780],[28791,28879],[28906,28946],[28961,29077],[29107,29213],[29226,29266],[29299,29592],[29596,29792],[29797,29929],[30015,30055],[30056,30096],[30131,30171],[30180,30377],[32490,32558]",92.0013
